Event,Date,Status,Tickets Sold,Tickets Available
Out in Tech Miami | November Mixer,"Thursday, November 2, 2023 6:30 PM",Past,98,2
Out In Tech Atlanta | Sweater Weather Social,"Sunday, November 5, 2023 10:00 AM",Past,26,274
Out in Tech Los Angeles @ Google,"Wednesday, November 8, 2023 6:00 PM",Past,229,21
Out in Tech Phoenix November Social,"Wednesday, November 8, 2023 6:00 PM",Past,32,3
Out in Tech Columbus | Celebrating Diversity: A Year-End Queer Extravaganza,"Thursday, November 9, 2023 6:00 PM",Past,34,16
Out in Tech Boston | Jellyfish Social,"Thursday, November 9, 2023 6:00 PM",Past,100,300
Out in Tech PDX | November Mixer,"Thursday, November 9, 2023 6:00 PM",Past,55,145
Out in Tech Pittsburgh | Kickoff Happy Hour,"Friday, November 10, 2023 4:00 PM",Past,99,1
Out in Tech Dallas-Forth Worth | November Mixer,"Thursday, November 16, 2023 6:30 PM",Past,73,2
Out in Tech Phoenix Movie Night,"Thursday, November 16, 2023 7:00 PM",Past,14,26
Out in Tech Charlotte | OIT Third Thursdays,"Thursday, November 16, 2023 7:00 PM",Past,3,97
Out in Tech Virtual Leadership Summit,"Friday, November 17, 2023 11:00 AM",Past,111,489
Out in Tech Austin | Picnic in the Park,"Saturday, November 18, 2023 12:00 PM",Past,40,60
Out in Tech Austin | November Mixer,"Tuesday, November 21, 2023 7:00 PM",Past,67,133
"Trans Experience: Past, Present &amp; Future","Wednesday, November 22, 2023 6:00 PM",Past,69,81
Out in Tech | Queering the Future 2.0,"Wednesday, November 29, 2023 3:00 PM",Past,1674,826
Out in Tech Atlanta | Belonging in the Workplace Panel + Networking Event,"Thursday, November 30, 2023 5:30 PM",Past,96,4
Out in Tech NY: Parent's Night Out,"Tuesday, December 5, 2023 6:30 PM",Past,57,43
Qorporate Roundtable: Leaders Like Us,"Wednesday, December 6, 2023 12:00 PM",Past,54,246
Out in Tech PDX | December Mixer,"Wednesday, December 6, 2023 6:00 PM",Past,56,144
Out in Tech Houston | Women and TGX Mixer,"Thursday, December 7, 2023 7:00 PM",Past,22,178
OIT QTBIPOC | Black Beauty Effect Watch Party + Discussion,"Wednesday, December 13, 2023 4:00 PM",Past,54,46
Out in Tech Detroit l  Networking &amp; Drag Queen Trivia,"Wednesday, December 13, 2023 5:00 PM",Past,12,28
Out in Tech Pittsburgh  l  End of Year Happy Hour,"Thursday, December 14, 2023 7:00 PM",Past,25,75
An Evening with Bloomberg x Out in Tech,"Friday, December 15, 2023 5:30 PM",Past,120,0
Out in Tech NY: Holiday Social,"Monday, December 18, 2023 6:30 PM",Past,248,2
Out in Tech Austin | December Mixer,"Tuesday, December 19, 2023 7:00 PM",Past,34,166
Author Talk: He/She/They with Schuyler Bailar,"Tuesday, December 19, 2023 8:00 PM",Past,89,11
Out in Tech Charlotte | OIT Third Thursdays Series Finale,"Thursday, December 21, 2023 7:00 PM",Past,11,89
Out in Tech Over-40 Year-End Networking Hour,"Thursday, December 28, 2023 8:00 PM",Past,141,109
OIT [Workshop] Build Automation On Your Favorite Web Apps,"Wednesday, January 10, 2024 2:00 PM",Past,84,16
Out in Tech PDX | January Mixer,"Thursday, January 11, 2024 6:00 PM",Past,57,143
Out in Tech NY: Women &amp; TGX Mean Girls Movie Outing,"Tuesday, January 16, 2024 6:30 PM",Past,95,105
Out in Tech Atlanta | Pay Negotiation Workshop,"Monday, January 22, 2024 6:00 PM",Past,126,74
Another Zapier Test,"Monday, January 22, 2024 7:00 PM",Past,3,22
Out in Tech Austin | January 2024 Mixer,"Tuesday, January 23, 2024 7:00 PM",Past,95,105
Author Talk: Surviving Change at Work by Vanessa Gennarelli,"Tuesday, January 23, 2024 8:00 PM",Past,75,25
Out In Tech Indianapolis | 2024 Kickoff Social,"Wednesday, January 24, 2024 6:00 PM",Past,11,14
Out in Tech NY:  Breaking Barriers: LGBTQ+ Professional Orgs Panel &amp; Mixer,"Thursday, January 25, 2024 6:30 PM",Past,300,0
Out in Tech Dallas-Forth Worth | January Mixer,"Thursday, January 25, 2024 7:00 PM",Past,68,-3
"OIT NY | Trans, TGX &amp; Nonbinary Event: Building a Dating Ecosystem","Tuesday, January 30, 2024 6:30 PM",Past,57,93
Out in Tech Philly | Drag Quizzo Night!,"Wednesday, January 31, 2024 6:00 PM",Past,0,100
Out in Tech NY: Exploring Careers in Tech at Brainstation,"Wednesday, January 31, 2024 6:30 PM",Past,250,0
OIT Boston | A night with Sallie Mae at Club Cafe (21+),"Thursday, February 1, 2024 6:00 PM",Past,174,126
Out in Tech | Career Talks ✨,"Wednesday, February 7, 2024 1:00 PM",Past,1765,1235
OIT Seattle | 2024 Kickoff,"Wednesday, February 7, 2024 6:00 PM",Past,74,76
Out in Tech PDX | February Mixer,"Wednesday, February 7, 2024 6:00 PM",Past,44,156
OIT Pittsburgh  l  Speed Networking  V-Day Extravaganza,"Tuesday, February 13, 2024 5:00 PM",Past,79,1
Out In Tech Indianapolis | (Not so) Straight Shooting: Town Hall Event,"Thursday, February 15, 2024 6:00 PM",Past,10,40
"OIT NY | Trans, TGX &amp; Nonbinary Event: Building a Dating Ecosystem","Tuesday, February 20, 2024 6:30 PM",Past,57,93
Out in Tech Austin | February Mixer,"Tuesday, February 20, 2024 7:00 PM",Past,52,148
Speed Friending! by OIT Tulsa,"Wednesday, February 21, 2024 6:00 PM",Past,21,79
Out in Tech Bay Area | South Bay | 2024 Kickoff Mixer,"Thursday, February 22, 2024 4:00 PM",Past,73,2
Out in Tech Denver | February Happy Hour,"Tuesday, February 27, 2024 6:00 PM",Past,50,150
"Qorporate Roundtable | ERGs and the 3 Ps: People, Progress, and Profit","Wednesday, February 28, 2024 12:00 PM",Past,30,220
LA Money Talks &amp; Networking,"Wednesday, February 28, 2024 6:00 PM",Past,105,-5
Out in Tech Miami’s 2024 Kick Off,"Wednesday, February 28, 2024 6:30 PM",Past,58,42
Out in Tech Bay Area | Using GenAI in UI/UX | Virtual Panel,"Thursday, February 29, 2024 12:00 PM",Past,235,65
Out in Tech Dallas-Forth Worth | February Mixer,"Thursday, February 29, 2024 7:00 PM",Past,64,11
Out in Tech PDX | March Mixer,"Wednesday, March 6, 2024 6:00 PM",Past,65,135
Out in Tech Bay Area | SF Happy Hour @ The Academy,"Thursday, March 7, 2024 5:00 PM",Past,375,0
Out in Tech San Diego | Penasquitos Falls Hike,"Saturday, March 9, 2024 10:30 AM",Past,14,21
Out in Tech Atlanta | Coworking &amp; Community Virtual Event,"Monday, March 11, 2024 12:00 PM",Past,34,66
Out In Tech NY Women &amp; TGX Event Series |  Love Lies Bleeding Movie Outing,"Tuesday, March 12, 2024 6:00 PM",Past,150,0
#book-club Author Talk: Don't Want You Like a Best Friend,"Tuesday, March 12, 2024 8:00 PM",Past,36,64
Out in Tech Detroit l  Navigating Careers in Tech,"Wednesday, March 13, 2024 6:00 PM",Past,50,0
Queer Women of Color: Paths to Power,"Wednesday, March 20, 2024 3:00 PM",Past,1039,1461
OIT QTBIPOC | Queer Women of Color Follow-up Forum,"Wednesday, March 20, 2024 5:00 PM",Past,92,8
Out in Tech Bay Area | East Bay Social @ White Horse,"Wednesday, March 20, 2024 6:00 PM",Past,193,107
Out in Tech Phoenix March Social,"Wednesday, March 20, 2024 6:00 PM",Past,31,19
Out In Tech NY x Gay Wine Cub | Parent’s Night Out: Wine Tasting,"Wednesday, March 20, 2024 6:30 PM",Past,34,1
Out In Tech Indianapolis | Femme Forward,"Thursday, March 21, 2024 6:30 PM",Past,31,969
Out in Tech Dallas-Forth Worth | Community &amp; Conversation,"Thursday, March 21, 2024 7:00 PM",Past,26,4
OIT Seattle | Tacoma Meetup,"Friday, March 22, 2024 4:00 PM",Past,16,134
Out in Tech NY: Spring Walk at Central Park,"Sunday, March 24, 2024 11:00 AM",Past,98,2
Out in Tech Amsterdam | AI for Good: Myth or Reality?,"Monday, March 25, 2024 6:00 PM",Past,125,25
Out in Tech Denver | March Mixer,"Tuesday, March 26, 2024 6:00 PM",Past,55,145
Out in Tech Atlanta | Spring Social at Red's Beer Garden,"Thursday, March 28, 2024 6:30 PM",Past,99,1
OIT TGX | Transgender Visibility Connect+,"Thursday, March 28, 2024 7:00 PM",Past,213,37
Celebrating Transgender Day of Visibility with Out in Tech,"Thursday, March 28, 2024 8:00 PM",Past,25,25
"Out in Tech Dallas-Forth Worth | Discover, Capture, and Connect","Saturday, March 30, 2024 12:00 PM",Past,27,3
OIT Pittsburgh  l  Speaker Series - From Margins to Mainstream,"Wednesday, April 3, 2024 5:30 PM",Past,45,55
Out in Tech Philly | Drag Quizzo Night!,"Wednesday, April 3, 2024 6:00 PM",Past,51,49
Out in Tech PDX | April Mixer,"Wednesday, April 3, 2024 6:00 PM",Past,33,217
Spring Forward: Over-40 Tech Social,"Wednesday, April 3, 2024 8:00 PM",Past,149,151
Out in Tech Phoenix AIDS Walk &amp; Four Peaks Brewing Company,"Saturday, April 6, 2024 9:00 AM",Past,8,92
Out In Tech NY | Pokemon Go Community Day Social,"Sunday, April 7, 2024 2:00 PM",Past,32,68
Out in Tech SF Bay Area | North Bay Kick-Off Social @ Pond Farm Brewing Co.,"Wednesday, April 10, 2024 4:30 PM",Past,35,45
Out in Tech UIUX | Navigating Roles with Low UX Maturity (Virtual),"Thursday, April 11, 2024 5:00 PM",Past,313,37
Out in Tech Austin | April Mixer,"Tuesday, April 16, 2024 7:00 PM",Past,52,148
Out in Tech | Leadership Forum,"Wednesday, April 17, 2024 4:00 PM",Past,896,1104
Out in Tech x Macy's: Retail Trend Alert for the LGBTQ+ Community,"Wednesday, April 17, 2024 5:30 PM",Past,72,18
Out in Tech UTD x Samsung | Career Workshops,"Thursday, April 18, 2024 4:00 PM",Past,2,23
Out in Tech Charlotte | Quarterly Third Thursday,"Thursday, April 18, 2024 7:00 PM",Past,40,60
Out in Tech Dallas-Forth Worth | April Mixer,"Thursday, April 18, 2024 7:00 PM",Past,39,1
OIT Indianapolis | Volunteer together at a community farm!,"Saturday, April 20, 2024 11:00 AM",Past,7,18
Rock Your Profile &amp; Post With Pride | Hosted at LinkedIn,"Wednesday, April 24, 2024 6:00 PM",Past,51,0
Out In Tech NY | Spring Social with Betterment,"Wednesday, April 24, 2024 6:30 PM",Past,253,-3
Out in Tech Miami AI Workshop &amp; April Mixer,"Wednesday, April 24, 2024 6:30 PM",Past,100,0
Out in Tech Boston| AI Ethics and Algorithmic Bias,"Thursday, April 25, 2024 5:30 PM",Past,179,26
Out in Tech Boston| AI Ethics and Algorithmic Bias,"Thursday, April 25, 2024 5:30 PM",Past,66,4
Out in Tech LA | Queer Women of Color Networking Event,"Thursday, April 25, 2024 7:00 PM",Past,108,32
Out in Tech | Career Talks ✨,"Friday, April 26, 2024 1:00 PM",Past,1538,1462
OIT Seattle | Career Speed Dating Part 1: Envision Your Advancement,"Friday, April 26, 2024 6:00 PM",Past,15,85
Out in Tech SEA | Working #OutHere,"Wednesday, June 26, 2019 6:00 PM",Canceled,0,275
Out in Tech Miami | Tech-nically Dating,"Tuesday, February 25, 2020 7:00 PM",Canceled,0,310
Out in Tech U |(Net)Work it!,"Tuesday, March 10, 2020 5:30 PM",Canceled,0,250
Out in Tech Columbus | Karaoke at O'Connors Club 20,"Friday, May 12, 2023 8:00 PM",Canceled,0,100
